Bandit,Reward,Algorithm
3,4.373814547125225,EpsilonGreedyBandit
1,0.0035620003738960904,EpsilonGreedyBandit
2,3.113401894505037,EpsilonGreedyBandit
0,2.050428579258078,EpsilonGreedyBandit
2,2.017336813754349,EpsilonGreedyBandit
1,2.2028703659354747,EpsilonGreedyBandit
0,0.09923118849822787,EpsilonGreedyBandit
2,1.4135785036195654,EpsilonGreedyBandit
2,2.8657405270015754,EpsilonGreedyBandit
0,2.1243979849699004,EpsilonGreedyBandit
0,-0.22694393827244363,EpsilonGreedyBandit
0,-1.2713691696225022,EpsilonGreedyBandit
3,2.978980041580897,EpsilonGreedyBandit
3,5.0944910373841354,EpsilonGreedyBandit
2,2.691034762484391,EpsilonGreedyBandit
1,1.4124474125251218,EpsilonGreedyBandit
3,4.100096607485241,EpsilonGreedyBandit
1,2.523687579130124,EpsilonGreedyBandit
1,1.1853808977369518,EpsilonGreedyBandit
2,3.3108395151782197,EpsilonGreedyBandit
1,1.6631154665671684,EpsilonGreedyBandit
0,2.035470228069163,EpsilonGreedyBandit
2,4.618945816671117,EpsilonGreedyBandit
3,5.804132955920284,EpsilonGreedyBandit
0,-1.051507995830359,EpsilonGreedyBandit
2,2.453392871206615,EpsilonGreedyBandit
0,1.642108586990687,EpsilonGreedyBandit
3,4.985609451763721,EpsilonGreedyBandit
3,4.920417454060734,EpsilonGreedyBandit
2,4.78046327747983,EpsilonGreedyBandit
2,3.064583859815075,EpsilonGreedyBandit
0,2.112128873380459,EpsilonGreedyBandit
2,3.299381461437382,EpsilonGreedyBandit
2,5.19412394360631,EpsilonGreedyBandit
3,6.0113200574432,EpsilonGreedyBandit
2,1.6712322174444145,EpsilonGreedyBandit
3,6.637220843696328,EpsilonGreedyBandit
2,2.4585669759536333,EpsilonGreedyBandit
0,0.6163937696477033,EpsilonGreedyBandit
0,0.2589430577241646,EpsilonGreedyBandit
0,1.8693283673215872,EpsilonGreedyBandit
1,1.9529343829836774,EpsilonGreedyBandit
0,0.7561290230606487,EpsilonGreedyBandit
3,5.227585436673217,EpsilonGreedyBandit
2,2.5981900205429103,EpsilonGreedyBandit
3,3.886205527895749,EpsilonGreedyBandit
3,2.468576484944733,EpsilonGreedyBandit
0,-0.6822555157105334,EpsilonGreedyBandit
1,1.4021966691453727,EpsilonGreedyBandit
0,-0.97098022746045,EpsilonGreedyBandit
0,-0.03267417835292119,EpsilonGreedyBandit
2,2.7805568893664745,EpsilonGreedyBandit
2,1.6818503281385089,EpsilonGreedyBandit
0,2.5746076066793826,EpsilonGreedyBandit
0,0.08165081607727831,EpsilonGreedyBandit
1,2.3313757412027702,EpsilonGreedyBandit
0,1.4032515926457,EpsilonGreedyBandit
2,3.4521177299778554,EpsilonGreedyBandit
0,1.3252826653343022,EpsilonGreedyBandit
2,2.503452695215087,EpsilonGreedyBandit
0,-0.1776106241898705,EpsilonGreedyBandit
1,0.9665557015097026,EpsilonGreedyBandit
1,2.5706372937878115,EpsilonGreedyBandit
0,0.8502964744558579,EpsilonGreedyBandit
2,1.9678224343304427,EpsilonGreedyBandit
1,2.253195275518021,EpsilonGreedyBandit
1,1.6003321836453557,EpsilonGreedyBandit
3,3.748507012309254,EpsilonGreedyBandit
1,2.379631957163965,EpsilonGreedyBandit
1,1.51980578840097,EpsilonGreedyBandit
0,1.5223575464509853,EpsilonGreedyBandit
2,3.742669963604461,EpsilonGreedyBandit
3,4.315972082929255,EpsilonGreedyBandit
2,2.6356703751376194,EpsilonGreedyBandit
1,1.4233722728110063,EpsilonGreedyBandit
3,3.3830221956171362,EpsilonGreedyBandit
1,0.9423126690865906,EpsilonGreedyBandit
3,4.141176794448111,EpsilonGreedyBandit
0,2.261641026244502,EpsilonGreedyBandit
3,5.597677593882329,EpsilonGreedyBandit
3,4.197137030110088,EpsilonGreedyBandit
2,2.880556409546568,EpsilonGreedyBandit
3,4.826212890503165,EpsilonGreedyBandit
2,3.8040263883569465,EpsilonGreedyBandit
1,2.4507150070632733,EpsilonGreedyBandit
1,2.2120116468775346,EpsilonGreedyBandit
2,2.406877426224857,EpsilonGreedyBandit
3,2.4732284490946417,EpsilonGreedyBandit
2,0.5513872625251381,EpsilonGreedyBandit
2,2.0019429161549063,EpsilonGreedyBandit
0,1.757510483534669,EpsilonGreedyBandit
1,0.4739248924290469,EpsilonGreedyBandit
0,-0.3271783003840578,EpsilonGreedyBandit
2,2.376979133208026,EpsilonGreedyBandit
3,3.3118062455457644,EpsilonGreedyBandit
0,1.7039713526008242,EpsilonGreedyBandit
1,2.675083691284166,EpsilonGreedyBandit
2,1.0965026275340355,EpsilonGreedyBandit
2,3.3281350537094156,EpsilonGreedyBandit
1,2.413076154745319,EpsilonGreedyBandit
2,2.7683322449262415,EpsilonGreedyBandit
3,3.941623805481408,EpsilonGreedyBandit
0,0.43028090025574406,EpsilonGreedyBandit
1,0.33752243577436136,EpsilonGreedyBandit
0,2.0185354180462984,EpsilonGreedyBandit
0,-0.11002566735971264,EpsilonGreedyBandit
2,2.3279702559160516,EpsilonGreedyBandit
2,2.990635745126822,EpsilonGreedyBandit
3,3.7525129108195725,EpsilonGreedyBandit
2,3.361122465663711,EpsilonGreedyBandit
2,2.8415933852834967,EpsilonGreedyBandit
2,1.298743909693157,EpsilonGreedyBandit
1,1.0309820188274426,EpsilonGreedyBandit
